"Customer Name","Item Name","Stock Code","# Sold","Category","Supplier","Stock Level","Price","Cost","Profit","Margin","Markup","Discounts","Tax","Total","# Refunded","Total","Balance"
"","CLUB13 INDO WHITE 725 CAP","2800000620","22","CLUB13 KRATOM CAP 725","GLOBAL DIST","4.00","$3629.78","$1884.81","$1624.34","44.75%","92.58%","$120.64","$245.65","$3754.80","0.00","$0.00","$3754.80"
"","DAB CONTAINER C 51 6ML","6600000611","7","GLASS ACC","GLOBAL DIST","93.00","$27.93","$4.20","$23.73","84.96%","565.00%","$0.00","$1.96","$29.89","0.00","$0.00","$29.89"
"","CLUB13 EXECUTIVE BLEND 725 CAP","2800000627","1","CLUB13 KRATOM CAP 725","GLOBAL DIST","4.00","$164.99","$90.00","$72.99","44.24%","83.32%","$2.00","$11.41","$174.40","0.00","$0.00","$174.40"
"","RYOT WOODEN DUGOUT","7190511051","3","GLASS ACC","GLOBAL DIST","3.00","$179.97","$60.00","$118.83","66.03%","199.95%","$1.14","$12.52","$191.35","0.00","$0.00","$191.35"
"","FAMOUS X DUGOUT","8178012160","3","GLASS ACC","GLOBAL DIST","0.00","$104.97","$36.00","$68.97","65.70%","191.58%","$0.00","$7.35","$112.32","0.00","$0.00","$112.32"
"","WOODEN DUGOUT ROUND","9999953693","2","GLASS ACC","GLOBAL DIST","1.00","$29.98","$10.00","$19.98","66.64%","199.80%","$0.00","$2.10","$32.08","0.00","$0.00","$32.08"
"","RYOT DUGOUT KIT","7190100132","1","GLASS ACC","GLOBAL DIST","1.00","$64.99","$24.00","$40.99","63.07%","170.79%","$0.00","$4.55","$69.54","0.00","$0.00","$69.54"
"","LIGHTER PICK DUGOUT","0843000151","1","GLASS ACC","GLOBAL DIST","3.00","$29.99","$10.00","$19.99","66.66%","199.90%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"","GLASS DAB TOOL GQB-028","1896045456","3","GLASS ACC","GLOBAL DIST","14.00","$23.97","$7.50","$14.47","60.37%","219.60%","$2.00","$1.54","$23.51","0.00","$0.00","$23.51"
"","RYOT 12MM GLASS TIP BAT","7190421015","2","GLASS ACC","GLOBAL DIST","10.00","$49.98","$18.00","$29.98","59.98%","177.67%","$2.00","$3.36","$51.34","0.00","$0.00","$51.34"
"","CIGS TOBACCO PIPE 78MM","9999945977","38","GLASS ACC","GLOBAL DIST","53.00","$75.62","$13.68","$61.83","81.76%","452.78%","$0.11","$5.31","$80.82","0.00","$0.00","$80.82"
"","BULLET KEY CHAIN PK18","9999925764","1","GLASS ACC","GLOBAL DIST","10.00","$5.99","$2.00","$3.99","66.61%","199.50%","$0.00","$0.42","$6.41","0.00","$0.00","$6.41"
"","METAL PIPE WITH SCREEN MP 09","9999914829","3","GLASS ACC","GLOBAL DIST","8.00","$17.97","$6.00","$11.97","66.61%","199.50%","$0.00","$1.26","$19.23","0.00","$0.00","$19.23"
"","FUJIMA MULTIFUNCTION WATER PIPE ","1635992267","3","GLASS HAND PIPE","GLOBAL DIST","0.00","$59.97","$21.00","$38.97","64.98%","185.57%","$0.00","$4.20","$64.17","0.00","$0.00","$64.17"
"","LONG METAL PIPE WITH SCREENS","9999933244","2","GLASS HAND PIPE","GLOBAL DIST","10.00","$19.98","$5.00","$14.98","74.97%","299.60%","$0.00","$1.40","$21.38","0.00","$0.00","$21.38"
"","THE ORG SMOKEBUDDY","5127742015","7","GLASS HAND PIPE","MIDWEST","5.00","$209.93","$81.25","$122.81","58.50%","158.38%","$5.87","$14.29","$218.35","0.00","$0.00","$218.35"
"","PESONAL SMOKEBUDDY","5127742031","4","GLASS HAND PIPE","GLOBAL DIST","6.00","$79.96","$34.25","$45.03","56.32%","133.46%","$0.68","$5.55","$84.83","0.00","$0.00","$84.83"
"","SL HAND PIPE SP-103","9999929290","4","GLASS HAND PIPE","GLOBAL DIST","0.00","$59.96","$20.00","$39.96","66.64%","199.80%","$0.00","$4.20","$64.16","0.00","$0.00","$64.16"
"","SL HAND PIPE SP-20","9999936704","4","GLASS HAND PIPE","GLOBAL DIST","1.00","$47.96","$20.00","$27.69","57.74%","139.80%","$0.27","$3.34","$51.03","0.00","$0.00","$51.03"
"","SL HAND PIPE SP113","9999973034","1","GLASS HAND PIPE","GLOBAL DIST","-2.00","$12.99","$3.00","$9.99","76.91%","333.00%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","NECTAR COLLECTOR 19MM 300218","9999979808","1","GLASS ACC","GLOBAL DIST","2.00","$39.99","$15.00","$24.99","62.49%","166.60%","$0.00","$2.80","$42.79","0.00","$0.00","$42.79"
"","NECTAR COLLECTOR 14MM GN-05","9999987475","2","GLASS ACC","GLOBAL DIST","1.00","$53.98","$20.00","$33.64","62.32%","169.90%","$0.34","$3.76","$57.40","0.00","$0.00","$57.40"
"","NC DAB STRAW","9999928798","4","GLASS ACC","GLOBAL DIST","0.00","$91.96","$36.00","$54.12","58.85%","155.44%","$1.84","$6.31","$96.43","0.00","$0.00","$96.43"
"","NECTAR COLLECTOR 308337","9999951110","2","GLASS ACC","GLOBAL DIST","0.00","$71.98","$28.00","$41.98","58.32%","157.07%","$2.00","$4.90","$74.88","0.00","$0.00","$74.88"
"","NECTAR COLLECTOR NC21","9999985473","1","GLASS ACC","GLOBAL DIST","-1.00","$29.99","$13.00","$16.99","56.65%","130.69%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"","NC CR-68","9999967539","2","GLASS ACC","GLOBAL DIST","1.00","$29.98","$12.00","$17.98","59.97%","149.83%","$0.00","$2.10","$32.08","0.00","$0.00","$32.08"
"","NC CR66","9999969725","2","GLASS ACC","GLOBAL DIST","3.00","$23.98","$10.00","$13.98","58.30%","139.80%","$0.00","$1.68","$25.66","0.00","$0.00","$25.66"
"","DAB CONTAINER SC-046C","9999942949","3","GLASS ACC","GLOBAL DIST","7.00","$32.97","$9.00","$23.97","72.70%","266.33%","$0.00","$2.31","$35.28","0.00","$0.00","$35.28"
"","DAB STRAW DB-23","9999970774","6","GLASS ACC","GLOBAL DIST","12.00","$23.94","$6.60","$17.34","72.43%","262.73%","$0.00","$1.68","$25.62","0.00","$0.00","$25.62"
"","DAB STRAW 3PK ","9999981340","3","GLASS ACC","GLOBAL DIST","1.00","$20.97","$6.00","$14.97","71.39%","249.50%","$0.00","$1.47","$22.44","0.00","$0.00","$22.44"
"","DAB STRAW DB-26","9999929410","1","GLASS ACC","GLOBAL DIST","19.00","$3.99","$1.10","$2.89","72.43%","262.73%","$0.00","$0.28","$4.27","0.00","$0.00","$4.27"
"","DAB TOOL KIT GQB-075","1189604583","1","GLASS ACC","GLOBAL DIST","4.00","$16.99","$6.00","$10.99","64.69%","183.17%","$0.00","$1.19","$18.18","0.00","$0.00","$18.18"
"","DAB TOOL KIT DB-18","9999934078","3","GLASS ACC","GLOBAL DIST","5.00","$65.97","$24.00","$40.40","61.24%","174.87%","$1.57","$4.51","$68.91","0.00","$0.00","$68.91"
"","NC KIT EGO","9999927360","2","GLASS ACC","GLOBAL DIST","0.00","$39.98","$10.00","$29.98","74.99%","299.80%","$0.00","$2.80","$42.78","0.00","$0.00","$42.78"
"","GRINDER GA-204 63MM","9999912432","9","GLASS ACC","GLOBAL DIST","0.00","$224.91","$67.50","$155.41","69.10%","233.20%","$2.00","$15.61","$238.52","0.00","$0.00","$238.52"
"","GRINDER GA-00463 63MM","9999976920","5","GLASS ACC","GLOBAL DIST","3.00","$114.95","$35.00","$73.57","64.00%","228.43%","$6.38","$7.60","$116.17","0.00","$0.00","$116.17"
"","OPMS GOLD KRATOM CAPSULES 2 PK","0059810847","1","OPMS ","GLOBAL DIST","16.00","$19.99","$10.00","$9.99","49.97%","99.90%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"","OPMS GOLD KRATOM CAPSULES 5 PK","0059810849","2","OPMS ","GLOBAL DIST","16.00","$93.98","$47.00","$44.98","47.86%","99.96%","$2.00","$6.44","$98.42","0.00","$0.00","$98.42"
"","OPMS BLACK KRATOM CAPSULES 2 PK","5007599510","5","OPMS ","GLOBAL DIST","14.00","$99.95","$50.00","$48.05","48.07%","99.90%","$1.90","$6.87","$104.92","0.00","$0.00","$104.92"
"","OPMS BLACK KRATOM CAPSULES 3 PK","5007599511","2","OPMS ","GLOBAL DIST","8.00","$57.98","$29.00","$28.22","48.67%","99.93%","$0.76","$4.01","$61.23","0.00","$0.00","$61.23"
"","OPMS BLACK KRATOM CAPSULES 5 PK","5007599512","18","OPMS ","GLOBAL DIST","20.00","$845.82","$423.00","$408.92","48.35%","99.96%","$13.90","$58.24","$890.16","0.00","$0.00","$890.16"
"","GRINDER GA-00455 55MM","9999987193","1","GLASS ACC","GLOBAL DIST","8.00","$16.99","$6.00","$10.99","64.69%","183.17%","$0.00","$1.19","$18.18","0.00","$0.00","$18.18"
"","NC TIP 14MM GLASS 200613","9999962761","3","GLASS ACC","GLOBAL DIST","-3.00","$35.97","$9.00","$26.17","72.76%","299.67%","$0.80","$2.46","$37.63","0.00","$0.00","$37.63"
"","4 PART GRINDER HG104 55MM","9999999475","5","GLASS ACC","GLOBAL DIST","7.00","$109.95","$35.00","$68.56","62.36%","214.14%","$6.39","$7.25","$110.81","0.00","$0.00","$110.81"
"","OPMS GOLD LIQ KRATOM SHOT 8.8ML","0059810913","7","OPMS ","GLOBAL DIST","35.00","$132.93","$65.66","$67.27","50.61%","102.45%","$0.00","$9.31","$142.24","0.00","$0.00","$142.24"
"","GRINDER GS-36163A 63MM","9999933932","4","GLASS ACC","GLOBAL DIST","1.00","$99.96","$28.00","$71.96","71.99%","257.00%","$0.00","$7.00","$106.96","0.00","$0.00","$106.96"
"","4 PART GRINDER HG202 40MM","9999962618","1","GLASS ACC","GLOBAL DIST","10.00","$12.99","$4.00","$8.99","69.21%","224.75%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","OPMS BLACK LIQ KRATOM SHOT 8.8ML","5007599513","83","OPMS ","GLOBAL DIST","269.00","$1576.17","$784.92","$767.47","48.69%","100.81%","$23.78","$108.68","$1661.07","0.00","$0.00","$1661.07"
"","CLUB13 FULL SPECTRUM LIQ KRATOM SHOT 100MG/10ML","2800000348","7","CLUB13 KRATOM SHOT","GLOBAL DIST","17.00","$69.93","$30.66","$37.55","53.70%","128.08%","$1.72","$4.78","$72.99","0.00","$0.00","$72.99"
"","CLUB13 BLISS BLEND LIQ KRATOM SHOT 215MG/10ML","2800011016","7","CLUB13 KRATOM SHOT","GLOBAL DIST","17.00","$115.43","$57.75","$32.68","28.31%","99.88%","$25.00","$6.33","$96.76","0.00","$0.00","$96.76"
"","CLUB13 FULL SPECTRUM LIQ KRATOM SHOT 215MG/10ML","2739302767","280","CLUB13 KRATOM SHOT"," KRATOM ROOTS","98.00","$4528.01","$2220.24","$2137.48","47.21%","103.94%","$170.29","$305.04","$4662.76","0.00","$0.00","$4662.76"
"","GRINDER GA-00440 40MM ","9999956444","1","GLASS ACC","GLOBAL DIST","19.00","$14.99","$4.50","$10.49","69.98%","233.11%","$0.00","$1.05","$16.04","0.00","$0.00","$16.04"
"","DAB TOOL DB01","9999933053","5","GLASS ACC","GLOBAL DIST","25.00","$19.95","$5.00","$14.89","74.64%","299.00%","$0.06","$1.40","$21.29","0.00","$0.00","$21.29"
"","FUZION MT-1000 SCALE","4227156149","8","GLASS ACC","MY SMOKE","7.00","$79.92","$22.50","$56.47","70.66%","255.20%","$0.95","$5.53","$84.50","0.00","$0.00","$84.50"
"","WEIGHMAX L2-100 BLUE","5002379125","4","GLASS ACC","GLOBAL DIST","5.00","$131.96","$39.92","$92.04","69.75%","230.56%","$0.00","$9.24","$141.20","0.00","$0.00","$141.20"
"","FUZION FR-100 SCALE","4227156340","2","GLASS ACC","GLOBAL DIST","3.00","$59.98","$19.00","$35.98","59.99%","215.68%","$5.00","$3.85","$58.83","0.00","$0.00","$58.83"
"","AWC BLADE-1KG SCALE","1485901009","5","GLASS ACC","GLOBAL DIST","-1.00","$139.95","$45.00","$92.95","66.42%","211.00%","$2.00","$9.66","$147.61","0.00","$0.00","$147.61"
"","AWC BLADE-650-GRY SCALE","1485901674","4","GLASS ACC","GLOBAL DIST","0.00","$99.96","$32.00","$67.32","67.35%","212.37%","$0.64","$6.95","$106.27","0.00","$0.00","$106.27"
"","CARB CAP GQB 032","1189604549","2","GLASS ACC","GLOBAL DIST","18.00","$13.98","$4.00","$9.48","67.81%","249.50%","$0.50","$0.94","$14.42","0.00","$0.00","$14.42"
"","2 CT ALUM SNEAK-A-POKE 316531","9999916946","4","GLASS ACC","GLOBAL DIST","5.00","$39.96","$12.00","$27.96","69.97%","233.00%","$0.00","$2.80","$42.76","0.00","$0.00","$42.76"
"","INACTIVE GREEN ROADS CBD GUMMY BEAR 5K ","9183500869","7","GREEN ROADS","GLOBAL DIST","0.00","$153.93","$75.60","$78.33","50.89%","103.61%","$0.00","$10.78","$164.71","0.00","$0.00","$164.71"
"","INACTIVE GREEN ROADS CBD LUSH ICE 5K ","9388829619","6","GREEN ROADS","GLOBAL DIST","0.00","$131.94","$64.80","$67.14","50.89%","103.61%","$0.00","$9.24","$141.18","0.00","$0.00","$141.18"
"","INACTIVE GREEN ROADS CBD BLUE RASP 5K ","9388829819","7","GREEN ROADS","GLOBAL DIST","0.00","$153.93","$75.60","$78.33","50.89%","103.61%","$0.00","$10.78","$164.71","0.00","$0.00","$164.71"
"","FXCBD MUSCLE AND JOINT PAIN RELIEF CBD ROLL ON 3000MG","1005412829","2","CBD ROLL ON","CBD TO STORE","5.00","$145.98","$75.00","$68.98","47.25%","94.64%","$2.00","$10.08","$154.06","0.00","$0.00","$154.06"
"","FXCBD MUSCLE AND JOINT COOLING PAIN RELIEF CBD ROLL ON 1000MG","1257703735","1","CBD ROLL ON","GLOBAL DIST","4.00","$34.99","$17.50","$17.49","49.99%","99.94%","$0.00","$2.45","$37.44","0.00","$0.00","$37.44"
"","FXCBD MUSCLE AND JOINT COOLING PAIN RELIEF CBD ROLL ON 3000MG","1005412325","1","CBD ROLL ON","CBD TO STORE","4.00","$31.99","$37.50","-$5.51","-17.22%","-14.69%","$0.00","$2.24","$34.23","0.00","$0.00","$34.23"
"","GLASS BALL GQB-016","9999969254","3","GLASS ACC","GLOBAL DIST","7.00","$74.97","$22.50","$45.47","60.65%","233.20%","$7.00","$4.76","$72.73","0.00","$0.00","$72.73"
"","HEMP BOMBS CBD SLEEP GUMMIES 15MG/GUMMY 100PC","4007856669","1","CBD GUMMIES","GLOBAL DIST","5.00","$58.99","$29.95","$29.04","49.23%","96.96%","$0.00","$4.13","$63.12","0.00","$0.00","$63.12"
"","HEMP BOMBS CBD GUMMIES 15MG/GUMMY 100PC","4007856657","1","CBD GUMMIES","GLOBAL DIST","5.00","$58.99","$29.95","$29.04","49.23%","96.96%","$0.00","$4.13","$63.12","0.00","$0.00","$63.12"
"","QUARTZ BANGER KIT GQB-004","1189604521","4","GLASS ACC","GLOBAL DIST","1.00","$103.96","$28.00","$75.56","72.68%","271.29%","$0.40","$7.25","$110.81","0.00","$0.00","$110.81"
"","QUARTZ BANGER GQB-048","1189604574","3","GLASS ACC","GLOBAL DIST","3.00","$83.97","$18.00","$65.97","78.56%","366.50%","$0.00","$5.88","$89.85","0.00","$0.00","$89.85"
"","QUARTZ BANGER GQB-047","1189604599","3","GLASS ACC","GLOBAL DIST","7.00","$89.97","$24.00","$61.70","68.58%","274.87%","$4.27","$6.00","$91.70","0.00","$0.00","$91.70"
"","QUARTZ BANGER GQB-050","1189604575","1","GLASS ACC","GLOBAL DIST","8.00","$24.99","$5.00","$19.99","79.99%","399.80%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","QUARTZ BANGER KIT GQB-034","1189604551","3","GLASS ACC","GLOBAL DIST","7.00","$65.97","$15.00","$50.97","77.26%","339.80%","$0.00","$4.62","$70.59","0.00","$0.00","$70.59"
"","QUARTZ BANGER KIT GQB-018","1189604535","12","GLASS ACC","GLOBAL DIST","5.00","$299.88","$96.00","$202.82","67.63%","212.37%","$1.06","$20.92","$319.74","0.00","$0.00","$319.74"
"","BANGER KIT GQB-035","9999981947","1","GLASS ACC","GLOBAL DIST","4.00","$32.99","$11.00","$15.91","48.23%","199.91%","$6.08","$1.88","$28.79","0.00","$0.00","$28.79"
"","WH GREEN VEIN MALAY KRATOM 3.5 OZ","0059811565","2","WH 3.5OZ POWD","GLOBAL DIST","4.00","$27.98","$14.00","$13.98","49.96%","99.86%","$0.00","$1.96","$29.94","0.00","$0.00","$29.94"
"","WH RED VEIN MAENG DA KRATOM 3.5 OZ","0059811619","5","WH 3.5OZ POWD","GLOBAL DIST","5.00","$69.95","$35.00","$31.87","45.56%","99.86%","$3.08","$4.68","$71.55","0.00","$0.00","$71.55"
"","WH GREEN VEIN INDO KRATOM 3.5 OZ","0059811561","6","WH 3.5OZ POWD","MY SMOKE","2.00","$83.94","$36.15","$46.71","55.65%","132.20%","$1.08","$5.80","$88.66","0.00","$0.00","$88.66"
"","WH RED VEIN BALI KRATOM 3.5 OZ","0059811567","8","WH 3.5OZ POWD"," KRATOM ROOTS","5.00","$111.92","$51.79","$60.13","53.73%","116.10%","$0.00","$7.84","$119.76","0.00","$0.00","$119.76"
"","WH GREEN VEIN BORNEO KRATOM 3.5 OZ","0059811563","10","WH 3.5OZ POWD","GLOBAL DIST","2.00","$139.90","$66.49","$68.22","48.76%","110.41%","$5.19","$9.43","$144.14","0.00","$0.00","$144.14"
"","CLUB13 CONNOISSEUR BLEND KRATOM 3 OZ","2433577714","3","CLUB13 3OZ POWDER","GLOBAL DIST","3.00","$95.97","$47.85","$44.12","45.97%","100.56%","$4.00","$6.44","$98.41","0.00","$0.00","$98.41"
"","CLUB13 CONNOISSUER BLEND KRATOM 5.29 OZ","2500001378","11","CLUB13 5OZ POWDER","GLOBAL DIST","6.00","$483.89","$241.45","$234.75","48.51%","100.41%","$7.69","$33.34","$509.54","0.00","$0.00","$509.54"
"","CLUB13 EXECUTIVE BLEND KRATOM 5.29 OZ","2800000480","1","CLUB13 5OZ POWDER","GLOBAL DIST","5.00","$43.99","$21.95","$20.59","46.81%","100.41%","$1.45","$2.98","$45.52","0.00","$0.00","$45.52"
"","CLUB13 BLISS BLEND KRATOM 5.29 OZ","2800000519","5","CLUB13 5OZ POWDER","GLOBAL DIST","3.00","$219.95","$112.87","$105.09","47.78%","94.87%","$1.99","$15.26","$233.22","0.00","$0.00","$233.22"
"","CLUB13 GREEN MALAY KRATOM 5.29 OZ","2500001373","1","CLUB13 5OZ POWDER"," KRATOM ROOTS","4.00","$43.99","$21.95","$22.04","50.10%","100.41%","$0.00","$3.08","$47.07","0.00","$0.00","$47.07"
"","FUJIMA 64 GUAGE CUTTER CUT61","8163506100","3","CIGAR ACC","GLOBAL DIST","20.00","$10.47","$1.80","$8.67","82.81%","481.67%","$0.00","$0.72","$11.19","0.00","$0.00","$11.19"
"","CLUB13 KALI GOLD KRATOM 5.29 OZ","2800000425","1","CLUB13 5OZ POWDER","GLOBAL DIST","3.00","$43.99","$21.95","$20.48","46.56%","100.41%","$1.56","$2.97","$45.40","0.00","$0.00","$45.40"
"","CLUB13 HORN KRATOM 5.29 OZ","8000004300","1","CLUB13 5OZ POWDER","GLOBAL DIST","5.00","$43.99","$21.95","$22.04","50.10%","100.41%","$0.00","$3.08","$47.07","0.00","$0.00","$47.07"
"","REMARKABLE HERBS WHITE VEIN MAENG DA KRATOM  8OZ","0059811641","1","REMARKABLE HERBS 80Z POW","GLOBAL DIST","3.00","$30.99","$15.00","$15.99","51.60%","106.60%","$0.00","$2.17","$33.16","0.00","$0.00","$33.16"
"","FUJIMA 60 GUAGE CUTTER CUT68","8163500468","1","CIGAR ACC","GLOBAL DIST","23.00","$3.99","$1.21","$2.78","69.67%","229.75%","$0.00","$0.28","$4.27","0.00","$0.00","$4.27"
"","FUJIMA 56 GUAGE CUTTER CUT53","8163500453","3","CIGAR ACC","GLOBAL DIST","9.00","$38.97","$12.51","$25.98","66.67%","211.51%","$0.48","$2.70","$41.19","0.00","$0.00","$41.19"
"","WR HANDPIPE TO STRAW GL","1943601951","1","GLASS ACC","GLOBAL DIST","19.00","$23.99","$6.75","$17.24","71.86%","255.41%","$0.00","$1.68","$25.67","0.00","$0.00","$25.67"
"","WHOLE HERBS GREEN VEIN MAENG DA KRATOM  8OZ","0059811227","3","WH 8OZ POW","GLOBAL DIST","5.00","$83.97","$42.00","$33.92","40.40%","99.93%","$8.05","$5.32","$81.24","0.00","$0.00","$81.24"
"","WHOLE HERBS RED VEIN BALI KRATOM  8OZ","0059811228","7","WH 8OZ POW","MY SMOKE","11.00","$195.93","$98.66","$93.27","47.60%","98.59%","$4.00","$13.44","$205.37","0.00","$0.00","$205.37"
"","KEY RING CIGAR PUNCH CUTTER PP010","9999993545","1","CIGAR ACC","GLOBAL DIST","-1.00","$3.99","$1.04","$2.95","73.93%","283.65%","$0.00","$0.28","$4.27","0.00","$0.00","$4.27"
"","WHOLE HERBS RED VEIN MAENG DA KRATOM  17.5OZ","0059811621","1","WH 17OZ POWD","GLOBAL DIST","4.00","$47.99","$24.00","$23.22","48.39%","99.96%","$0.77","$3.31","$50.53","0.00","$0.00","$50.53"
"","ASHTRAY AS153","8163570153","1","CIGAR ACC","GLOBAL DIST","5.00","$10.99","$3.00","$7.99","72.70%","266.33%","$0.00","$0.77","$11.76","0.00","$0.00","$11.76"
"","WHITE RHINO DIFFUSER BEADS ","9999992812","3","GLASS ACC","GLOBAL DIST","47.00","$53.97","$15.00","$36.97","68.50%","259.80%","$2.00","$3.64","$55.61","0.00","$0.00","$55.61"
"","WHOLE HERBS RED VEIN BALI KRATOM  17.5OZ","0059811568","25","WH 17OZ POWD","MY SMOKE","5.00","$1199.75","$575.06","$594.10","49.52%","108.63%","$30.59","$81.86","$1251.02","0.00","$0.00","$1251.02"
"","WR WHITE CERAMIC DAB STRAW WITH SILICON CAP","1943601211","1","GLASS ACC","GLOBAL DIST","49.00","$14.99","$3.96","$11.03","73.58%","278.54%","$0.00","$1.05","$16.04","0.00","$0.00","$16.04"
"","WHITE RHINO QUARTZ DAB STRAW WITH SILICON CAP","1943601957","2","GLASS ACC","GLOBAL DIST","23.00","$23.98","$4.72","$18.37","76.61%","408.05%","$0.89","$1.62","$24.71","0.00","$0.00","$24.71"
"","WHITE RHINO PYREX DAB STRAW WITH SILICON CAP","1943601955","4","GLASS ACC","GLOBAL DIST","20.00","$35.96","$5.12","$30.84","85.76%","602.34%","$0.00","$2.52","$38.48","0.00","$0.00","$38.48"
"","WHITE RHINO CHILLUM WITH SILICON CAP","1943601958","1","GLASS ACC","GLOBAL DIST","24.00","$6.99","$0.88","$6.11","87.41%","694.32%","$0.00","$0.49","$7.48","0.00","$0.00","$7.48"
"","WHITE RHINO STEAM ROLLER","1943601961","1","GLASS ACC","GLOBAL DIST","22.00","$12.99","$2.68","$10.31","79.37%","384.70%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","WR XL CHILLUM","1943601960","1","GLASS ACC","GLOBAL DIST","23.00","$11.99","$1.96","$10.03","83.65%","511.73%","$0.00","$0.84","$12.83","0.00","$0.00","$12.83"
"","CLUB13 INDO WHITE KRATOM 16OZ","2530000012","13","CLUB13 16OZ POWDER","GLOBAL DIST","5.00","$1253.87","$547.89","$686.16","54.72%","128.85%","$19.82","$86.40","$1320.45","0.00","$0.00","$1320.45"
"","WHITE RHINO GLASS BLUNT SLIDER","1943601959","1","GLASS ACC","GLOBAL DIST","24.00","$12.99","$2.36","$10.63","81.83%","450.42%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","CRAFTSMAN'S BENCH STERLING ASHTRAY","7662205097","1","CIGAR ACC","GLOBAL DIST","0.00","$49.99","$22.00","$26.97","53.95%","127.23%","$1.02","$3.43","$52.40","0.00","$0.00","$52.40"
"","CLUB13 BALI RED KRATOM 16OZ","2530000006","1","CLUB13 16OZ POWDER","GLOBAL DIST","3.00","$105.99","$54.00","$51.99","49.05%","96.28%","$0.00","$7.42","$113.41","0.00","$0.00","$113.41"
"","WR CHILLUM TO STRAW GL QUARTZ","1943601610","5","GLASS ACC","GLOBAL DIST","18.00","$64.95","$15.00","$49.95","76.91%","333.00%","$0.00","$4.55","$69.50","0.00","$0.00","$69.50"
"","WR SILICONE DUGOUT GL","1943601919","1","GLASS ACC","GLOBAL DIST","19.00","$24.99","$6.75","$18.24","72.99%","270.22%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","FUJIMA WOODEN PIPE FP11","8163588011","6","CIGAR ACC","GLOBAL DIST","3.00","$119.94","$37.98","$80.14","66.82%","215.80%","$1.82","$8.27","$126.39","0.00","$0.00","$126.39"
"","WOODEN PIPE FP3","8163500003","1","CIGAR ACC","GLOBAL DIST","7.00","$14.99","$4.83","$10.16","67.78%","210.35%","$0.00","$1.05","$16.04","0.00","$0.00","$16.04"
"","REMARKABLE HERBS GREEN VEIN VIETNAM KRATOM 16OZ","0059811554","1","REMARKABLE HERBS 20 OZ","GLOBAL DIST","8.00","$55.99","$28.00","$27.99","49.99%","99.96%","$0.00","$3.92","$59.91","0.00","$0.00","$59.91"
"","REMARKABLE HERBS RED VEIN BALI KRATOM 16OZ","0059811556","1","REMARKABLE HERBS 20 OZ","GLOBAL DIST","5.00","$55.99","$28.00","$26.59","47.49%","99.96%","$1.40","$3.82","$58.41","0.00","$0.00","$58.41"
"","REMARKABLE HERBS GREEN VEIN THAI KRATOM 20OZ","0059811558","1","REMARKABLE HERBS 20 OZ"," KRATOM ROOTS","2.00","$55.99","$25.99","$30.00","53.58%","115.43%","$0.00","$3.92","$59.91","0.00","$0.00","$59.91"
"","WR SPINNER GLASS CARB CAPS","1943601522","4","GLASS ACC","GLOBAL DIST","11.00","$67.96","$17.32","$50.64","74.51%","292.38%","$0.00","$4.76","$72.72","0.00","$0.00","$72.72"
